LAMMPS data file via write_data, version 30 Mar 2018, timestep = 2000000

16384 atoms
1 atom types

-1.0056663544877232e+02 1.2640304208549172e+02 xlo xhi
-1.0056663544877232e+02 1.2640304208549172e+02 ylo yhi
-1.0056663544877232e+02 1.2640304208549172e+02 zlo zhi

Masses

1 1

Atoms # atomic

4473 1 -4.0691959303085490e+01 -9.8842867347160819e+01 -9.9865485535396260e+01 -10 -8 0
8199 1 -2.3353270270696612e+01 -9.7381277664990748e+01 -9.9602561302576333e+01 11 2 12
6284 1 4.0373611563186387e+00 -9.4830091950366992e+01 -9.9282822479427296e+01 -23 6 8
12249 1 -5.4444180972428370e+01 -9.3423704455935507e+01 -9.9699788103527652e+01 15 6 -3
9403 1 -2.4399159460702236e+01 -9.2899630249806606e+01 -1.0016120028974407e+02 0 -12 18
10236 1 -3.3496953983450751e+01 -8.8532460392656759e+01 -1.0056424867185515e+02 -6 0 11
5599 1 -8.7981981731081092e+01 -7.6955668267003361e+01 -1.0056621947436655e+02 18 -8 -2
380 1 -8.8565741449408080e+00 -6.0526234524997008e+01 -1.0007326382101763e+02 0 -16 -7
21 1 1.0309997085785739e+01 -4.7969004274335276e+01 -1.0032582518017861e+02 -15 7 4
1772 1 1.0458581445340300e+01 -2.9356104211418881e+01 -9.9831976644199798e+01 -12 -5 0
15209 1 -6.6743449793844803e+01 -2.1876718912409970e+01 -1.0053158139761346e+02 3 10 -36
5130 1 -6.7353837668247678e+01 -2.0451719485611378e+01 -9.9415088780250599e+01 6 -6 8
7505 1 1.0993397295548036e+01 -2.0857703601828064e+01 -1.0004701882612828e+02 21 8 -19
8991 1 8.5146835671728098e+00 -1.4301949664078919e+01 -9.9815775536325873e+01 23 -6 1
5783 1 -3.3035185636853342e+01 7.7513293557999674e+00 -9.9481966483107158e+01 -10 -3 -2
11770 1 -5.7997580271415501e+00 9.6917776568475631e+00 -9.9531799295421692e+01 1 6 -15
8069 1 -2.1619462713901214e+00 1.2233116486148674e+01 -9.9846988203855346e+01 20 -4 -12
2134 1 -7.2431256904638190e+01 -9.8541390828773018e+01 -9.8027663204979945e+01 -10 -4 14
7092 1 -4.5618700407520429e+01 -9.8033073692295929e+01 -9.8069634265185030e+01 1 -9 -15
9521 1 -4.7205946642140020e+01 -8.9179067567730343e+01 -9.8046424493156280e+01 2 -4 13
15811 1 -5.4502859002098873e+01 -8.8053690582824188e+01 -9.9068130958582955e+01 6 -3 2
1425 1 -2.8924638015655646e+01 -8.8642893661508566e+01 -9.9033367883494250e+01 -10 16 20
7846 1 -8.1293621420573771e+01 -8.1692615985367823e+01 -9.7942290068802464e+01 -7 4 4
3405 1 -3.0628029822419677e+01 -8.0143080062553338e+01 -9.8184936112319264e+01 -10 11 7
2768 1 -9.7527562215611766e+01 -7.0089276145678994e+01 -9.8663300232594906e+01 26 -12 10
10896 1 -3.7998311583101433e+01 -5.3840191805611269e+01 -9.8732290924954327e+01 15 11 -4
528 1 -9.8031139387177916e+01 -4.9013823866959200e+01 -9.8644173103677602e+01 4 9 -24
13311 1 -9.6490293722964410e+01 -4.9399918608297448e+01 -9.8522985133877413e+01 -5 -5 2
14185 1 -5.7392478907468949e+01 -4.2397727030476290e+01 -9.8840526794857183e+01 1 -2 21
13915 1 -2.3297098215184221e+01 -2.9325491756026977e+01 -9.8147945121092391e+01 -6 8 1
4709 1 -1.4980315371625721e+01 -1.6503983435565516e+01 -9.8171836796551474e+01 9 -5 2
10435 1 2.0155227131672859e+00 -1.5869056170696595e+01 -9.8324953499434542e+01 0 8 11
13084 1 -9.9704773231799265e+01 -1.0646934288812218e+01 -9.8995128643092514e+01 2 11 -5
6740 1 -2.9688535954751771e+01 -7.4359174345562593e+00 -9.8192253649437461e+01 7 -18 -5
1488 1 2.9511421585645650e+00 4.7382873285248337e+00 -9.9019992352741227e+01 17 -13 -10
10126 1 9.9773664596580431e+00 4.6200518625418283e+00 -9.8993094301823348e+01 -3 -7 -6
15021 1 -2.0367364006323328e+01 8.7204452527614364e+00 -9.8476192648459985e+01 -6 10 0
999 1 -8.0361843306036178e+00 9.0476451297349172e+00 -9.8722524754584526e+01 -7 7 -14
1771 1 -7.0345525543571938e+01 1.2792278778567820e+01 -9.8224208746514734e+01 6 9 -13
12647 1 -2.0861756322627144e+01 -9.6219633368759574e+01 -9.7444415928598374e+01 -2 13 -15
10162 1 -9.5054369715745295e+01 -8.0390275069138028e+01 -9.6697076001962955e+01 0 8 -7
14673 1 -9.7769267040995700e+01 -7.8005813803625500e+01 -9.7210432080430678e+01 5 2 -6
4797 1 -4.5754500103493434e+01 -7.3994341169460824e+01 -9.6905276660666374e+01 12 9 -4
11795 1 -9.5036922373652700e+01 -6.7779700943468526e+01 -9.7861027273086208e+01 6 2 10
15052 1 -4.7861156298074384e+01 -6.7826274764465722e+01 -9.7749475104907205e+01 12 28 2
3520 1 -2.6737198235487455e+01 -6.7059407447644531e+01 -9.7719954698431494e+01 -15 1 -21
8385 1 -2.4456109586465303e+01 -6.5813760727705471e+01 -9.7138888112705274e+01 -20 1 -12
9030 1 -9.3369804083322748e+01 -6.5318597422618012e+01 -9.7117950710182740e+01 4 7 12
9736 1 -9.0108373977037502e+01 -5.7929700353688574e+01 -9.6828387423177503e+01 10 12 -24
15765 1 -7.3210911834450656e+01 -5.6032146617197590e+01 -9.6994959523876645e+01 5 -13 21
3881 1 -7.9129007375064148e+01 -5.4189081760747783e+01 -9.7418730151441679e+01 -1 6 -26
14496 1 -2.0486068663357500e+01 -5.4363590608712755e+01 -9.6693809916927151e+01 -1 -3 -2
14066 1 -9.1486524088316500e+01 -5.0524440414991730e+01 -9.6950413247100897e+01 -13 -10 4
8958 1 -8.8362898075592639e+01 -4.6789743622785288e+01 -9.7111763521681738e+01 -9 -13 -2
6131 1 -6.8622393578894787e+01 -4.4316457535341058e+01 -9.6768755800141150e+01 -4 -1 4
10845 1 -2.5718005873226758e+01 -4.4223431038168187e+01 -9.7434237673921004e+01 -11 0 20
10282 1 -3.0581666551624181e+01 -3.4736673111473223e+01 -9.7875176342912084e+01 13 -2 2
3225 1 -3.6478374990610760e+01 -3.0107053908287142e+01 -9.7517287108930631e+01 -4 0 3
10029 1 -3.0237087387642930e+01 -2.1090645942845697e+01 -9.6797690679342722e+01 6 14 17
11978 1 5.1483424892430207e+00 -1.9981677930030017e+01 -9.7016144426316629e+01 6 2 7
8869 1 -7.7752150736567387e+00 -1.6389378960591387e+01 -9.7787519955544170e+01 -15 -4 -15
14328 1 -7.8385032078578831e-01 -5.5766805068072642e+00 -9.7186542813071256e+01 10 1 -11
6301 1 4.1341215892284850e+00 -3.2045392563005208e+00 -9.6913603196137800e+01 1 -9 12
14395 1 -9.2499596665650643e+01 -2.4782172339006081e-01 -9.7760506158148814e+01 -16 -17 9
14713 1 -3.7219402737721609e+01 -3.7758808500875318e-01 -9.6962691207505131e+01 9 -2 -6
10416 1 -7.4184037125203588e+01 8.1944621272371876e+00 -9.7881442549715828e+01 -4 -1 -17
10879 1 -3.0362740031063197e+01 1.1587654881905905e+01 -9.7532522426186603e+01 -4 -13 -1
4296 1 -7.7007613936742700e+00 -9.6767711195962420e+01 -9.6457552941720380e+01 -11 -14 -1
2195 1 -2.9002702787705047e+01 -8.0316744086972733e+01 -9.5562482765679619e+01 0 4 -3
12773 1 -6.3066071679075577e+00 -7.1776525935172685e+01 -9.5882624855836937e+01 -5 19 -3
