LAMMPS data file via write_data, version 30 Nov 2016, timestep = 40000

500 atoms
1 atom types

1.0687419820172011e+00 2.3931258017983296e+01 xlo xhi
1.0687419820172011e+00 2.3931258017983296e+01 ylo yhi
1.0687419820172011e+00 2.3931258017983296e+01 zlo zhi

Masses

1 62.5

Pair Coeffs # lj/cut

1 1.1 2.8

Atoms # full

269 0 1 0.0000000000000000e+00 2.5634914627467467e+00 3.3140623933531126e+00 4.0420011288156283e+00 0 1 0
116 0 1 0.0000000000000000e+00 5.7590695780483658e+00 2.4156506087478342e+00 3.1507360080855387e+00 0 0 0
212 0 1 0.0000000000000000e+00 7.8179469531778514e+00 3.9905619354082984e+00 1.6191504330618378e+00 1 0 0
217 0 1 0.0000000000000000e+00 8.4035898244291776e+00 3.2976284302380257e+00 5.0322052607041243e+00 0 0 0
90 0 1 0.0000000000000000e+00 1.1560540162847698e+01 3.0367285431524169e+00 3.2163736027718728e+00 0 1 0
32 0 1 0.0000000000000000e+00 1.5235168366305064e+01 3.8133418466637234e+00 2.3715507939439857e+00 0 1 0
172 0 1 0.0000000000000000e+00 2.9833788568077084e+00 8.6414536958287673e+00 1.1726389958426844e+00 0 0 0
170 0 1 0.0000000000000000e+00 2.0088394967700179e+01 2.4642477934631000e+00 1.7844252645984873e+00 0 0 0
200 0 1 0.0000000000000000e+00 1.7029529084022741e+01 1.6596183480092197e+00 3.1294505445930043e+00 1 0 0
203 0 1 0.0000000000000000e+00 2.2363993265124602e+01 3.4945146971398069e+00 3.6867829554011227e+00 -1 0 0
381 0 1 0.0000000000000000e+00 1.9177441877223373e+01 1.0543582754303330e+01 9.6953543744466693e+00 -1 0 0
134 0 1 0.0000000000000000e+00 1.3003916094494592e+00 5.9121892727708261e+00 2.6492685399554889e+00 1 0 0
366 0 1 0.0000000000000000e+00 2.5063608990873654e+00 8.5401036873860008e+00 3.9898224623509653e+00 0 0 0
41 0 1 0.0000000000000000e+00 6.3537147348451963e+00 5.1939828530813124e+00 4.3712089291233029e+00 0 0 0
36 0 1 0.0000000000000000e+00 4.4980547698274060e+00 5.0129370727839726e+00 1.9886876567131837e+00 0 0 0
119 0 1 0.0000000000000000e+00 5.3509718776333131e+00 7.6817881750547166e+00 3.0030013951512498e+00 1 0 0
321 0 1 0.0000000000000000e+00 8.0543293682928745e+00 6.9055622803214387e+00 2.5290369255326537e+00 0 0 0
298 0 1 0.0000000000000000e+00 1.0158449498345391e+01 5.8455769395422665e+00 4.5492889074619303e+00 1 1 0
441 0 1 0.0000000000000000e+00 1.3024738125748552e+01 5.8121102378026235e+00 2.4884224820565648e+00 0 0 0
395 0 1 0.0000000000000000e+00 1.5491002432031287e+01 6.5758911179823691e+00 3.9381161096118968e+00 0 1 0
328 0 1 0.0000000000000000e+00 2.1692970569303007e+01 1.2421614762151425e+01 1.0340202870265420e+01 -1 0 1
24 0 1 0.0000000000000000e+00 1.8139172586984493e+01 4.5484654363850785e+00 3.1336109575102942e+00 -1 0 0
338 0 1 0.0000000000000000e+00 1.7477789473542696e+01 7.0734188869358841e+00 1.6948185529865574e+00 -1 0 1
76 0 1 0.0000000000000000e+00 1.9842639759843994e+01 9.1842796882153799e+00 3.5308114752377060e+00 0 0 0
270 0 1 0.0000000000000000e+00 2.0774635616765597e+01 6.1832067451954114e+00 2.5885769585065863e+00 0 0 0
249 0 1 0.0000000000000000e+00 2.2616014590077089e+01 7.4551093152193824e+00 4.6390984966601270e+00 -1 0 0
135 0 1 0.0000000000000000e+00 2.2762219093718294e+01 8.5770360554913303e+00 1.8746284084676488e+00 -1 0 0
334 0 1 0.0000000000000000e+00 1.6691252325080676e+01 1.6937648873523168e+00 1.0699709645078297e+01 0 0 0
144 0 1 0.0000000000000000e+00 1.7424253279506119e+00 1.1260289637083117e+01 2.8631327595272289e+00 0 0 0
1 0 1 0.0000000000000000e+00 4.7238817542778930e+00 1.0708162875525904e+01 3.5663409348212114e+00 0 0 0
147 0 1 0.0000000000000000e+00 7.8129985391561458e+00 9.8747288880443822e+00 3.0146291668264347e+00 0 0 1
164 0 1 0.0000000000000000e+00 1.0993813325883520e+01 8.3843976144456782e+00 2.4185930517369729e+00 0 0 0
271 0 1 0.0000000000000000e+00 1.0528772929721486e+01 1.1459154177991167e+01 4.3204264344779606e+00 0 0 0
59 0 1 0.0000000000000000e+00 1.2436787009656744e+01 1.1292133680365577e+01 1.6101071230668755e+00 0 0 0
